District Name,Taluk Name,Market Name,Address,Telephone,Commodity,Year,Month,Arrival,Unit,Price
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Ox  ,2012,Mar,156,Numbers ,3752
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Ram  ,2012,Mar,545,Numbers ,2985
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,She Baffalo  ,2012,Mar,392,Numbers ,1091
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,She Goat  ,2012,Mar,4244,Numbers ,1762
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Sheep  ,2012,Mar,5515,Numbers ,1122
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Sunflower,2012,Mar,16,Quintal   ,2434
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Alasande Gram,2012,Apr,800,Quintal   ,3682
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Bajra,2012,Apr,1923,Quintal   ,1536
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Bull  ,2012,Apr,41,Numbers ,3033
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Cotton,2012,Apr,106,Quintal   ,3229
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Cow  ,2012,Apr,119,Numbers ,2837
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Goat  ,2012,Apr,1465,Numbers ,1455
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Greengram,2012,Apr,69,Quintal   ,2692
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Groundnut,2012,Apr,592,Quintal   ,2349
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,He Baffalo  ,2012,Apr,33,Numbers ,2824
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Jowar,2012,Apr,58,Quintal   ,1052
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Maize,2012,Apr,107,Quintal   ,1024
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Ox  ,2012,Apr,90,Numbers ,2795
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Ram  ,2012,Apr,87,Numbers ,1184
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,She Baffalo  ,2012,Apr,230,Numbers ,1986
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,She Goat  ,2012,Apr,1865,Numbers ,2005
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Sheep  ,2012,Apr,3925,Numbers ,3730
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Sunflower,2012,Apr,570,Quintal   ,2504
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Alasande Gram,2012,May,205,Quintal   ,2494
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Bajra,2012,May,684,Quintal   ,1858
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Bull  ,2012,May,117,Numbers ,1814
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Cow  ,2012,May,185,Numbers ,3638
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Goat  ,2012,May,1480,Numbers ,2083
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Groundnut,2012,May,393,Quintal   ,1806
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,He Baffalo  ,2012,May,46,Numbers ,1836
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Jowar,2012,May,49,Quintal   ,2655
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Maize,2012,May,1098,Quintal   ,1700
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Ox  ,2012,May,180,Numbers ,3195
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Ram  ,2012,May,628,Numbers ,1503
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,She Baffalo  ,2012,May,361,Numbers ,3018
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,She Goat  ,2012,May,1716,Numbers ,1468
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Sheep  ,2012,May,2610,Numbers ,1823
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Sunflower,2012,May,402,Quintal   ,1210
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Alasande Gram,2012,Jun,206,Quintal   ,3485
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Bajra,2012,Jun,409,Quintal   ,2055
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Bull  ,2012,Jun,144,Numbers ,1153
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Cotton,2012,Jun,11,Quintal   ,3465
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Cow  ,2012,Jun,350,Numbers ,1050
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Goat  ,2012,Jun,942,Numbers ,2941
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,He Baffalo  ,2012,Jun,39,Numbers ,1709
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Jowar,2012,Jun,46,Quintal   ,2795
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Maize,2012,Jun,515,Quintal   ,3406
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Ox  ,2012,Jun,190,Numbers ,1252
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Ram  ,2012,Jun,678,Numbers ,3742
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,She Baffalo  ,2012,Jun,357,Numbers ,1298
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,She Goat  ,2012,Jun,1853,Numbers ,3361
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Sheep  ,2012,Jun,3194,Numbers ,2328
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Sunflower,2012,Jun,220,Quintal   ,1695
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Bajra,2012,Jul,713,Quintal   ,1546
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Bull  ,2012,Jul,88,Numbers ,2087
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Cow  ,2012,Jul,258,Numbers ,3651
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Goat  ,2012,Jul,676,Numbers ,2861
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Groundnut,2012,Jul,1386,Quintal   ,3089
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,He Baffalo  ,2012,Jul,22,Numbers ,2362
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Jowar,2012,Jul,116,Quintal   ,3231
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Maize,2012,Jul,4262,Quintal   ,3287
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Ox  ,2012,Jul,147,Numbers ,2229
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Ram  ,2012,Jul,590,Numbers ,2618
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,She Baffalo  ,2012,Jul,345,Numbers ,3590
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,She Goat  ,2012,Jul,1535,Numbers ,2817
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Sheep  ,2012,Jul,1553,Numbers ,2780
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Bajra,2012,Aug,792,Quintal   ,1691
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Bull  ,2012,Aug,109,Numbers ,3771
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Cow  ,2012,Aug,278,Numbers ,1026
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Goat  ,2012,Aug,890,Numbers ,3212
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Groundnut,2012,Aug,40,Quintal   ,1578
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,He Baffalo  ,2012,Aug,36,Numbers ,1895
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Jowar,2012,Aug,180,Quintal   ,3301
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Maize,2012,Aug,3678,Quintal   ,2676
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Neem Seed,2012,Aug,90,Quintal   ,3639
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Ox  ,2012,Aug,233,Numbers ,1209
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Ram  ,2012,Aug,790,Numbers ,1034
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,She Baffalo  ,2012,Aug,409,Numbers ,3624
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,She Goat  ,2012,Aug,1415,Numbers ,3779
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Sheep  ,2012,Aug,1240,Numbers ,1236
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Bajra,2012,Sep,807,Quintal   ,1935
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Bull  ,2012,Sep,84,Numbers ,1027
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Cow  ,2012,Sep,205,Numbers ,3408
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Goat  ,2012,Sep,752,Numbers ,1210
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,He Baffalo  ,2012,Sep,32,Numbers ,3985
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Jowar,2012,Sep,203,Quintal   ,1635
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Maize,2012,Sep,5792,Quintal   ,1223
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Ox  ,2012,Sep,141,Numbers ,1110
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Ram  ,2012,Sep,860,Numbers ,1950
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,She Baffalo  ,2012,Sep,219,Numbers ,1335
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,She Goat  ,2012,Sep,1216,Numbers ,3821
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Sheep  ,2012,Sep,1104,Numbers ,1511
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Sunflower,2012,Sep,332,Quintal   ,2918
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Bajra,2012,Oct,9883,Quintal   ,2072
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Bull  ,2012,Oct,120,Numbers ,1844
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Castor Seed,2012,Oct,100,Quintal   ,1989
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Cow  ,2012,Oct,124,Numbers ,1781
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Goat  ,2012,Oct,690,Numbers ,2809
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,He Baffalo  ,2012,Oct,45,Numbers ,1630
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Jowar,2012,Oct,238,Quintal   ,1317
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Maize,2012,Oct,7994,Quintal   ,1337
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Neem Seed,2012,Oct,75,Quintal   ,3412
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Ox  ,2012,Oct,204,Numbers ,3001
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Ram  ,2012,Oct,811,Numbers ,1516
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,She Baffalo  ,2012,Oct,247,Numbers ,3825
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,She Goat  ,2012,Oct,1475,Numbers ,1010
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Sheep  ,2012,Oct,1720,Numbers ,1165
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Sunflower,2012,Oct,297,Quintal   ,1617
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Bajra,2012,Nov,3028,Quintal   ,2074
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Bengalgram,2012,Nov,151,Quintal   ,3608
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Bull  ,2012,Nov,56,Numbers ,2034
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Cow  ,2012,Nov,168,Numbers ,1486
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Goat  ,2012,Nov,831,Numbers ,2946
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,He Baffalo  ,2012,Nov,29,Numbers ,1638
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Jowar,2012,Nov,410,Quintal   ,3892
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Maize,2012,Nov,10753,Quintal   ,2406
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Neem Seed,2012,Nov,75,Quintal   ,3083
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Ox  ,2012,Nov,135,Numbers ,3854
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Ram  ,2012,Nov,827,Numbers ,3518
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,She Baffalo  ,2012,Nov,240,Numbers ,2222
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,She Goat  ,2012,Nov,1531,Numbers ,1038
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Sheep  ,2012,Nov,1905,Numbers ,1250
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Sunflower,2012,Nov,206,Quintal   ,1965
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Wheat,2012,Nov,80,Quintal   ,2145
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Bajra,2012,Dec,27330,Quintal   ,2082
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Bull  ,2012,Dec,60,Numbers ,2417
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Cow  ,2012,Dec,193,Numbers ,2337
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Goat  ,2012,Dec,1150,Numbers ,2121
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Groundnut,2012,Dec,110,Quintal   ,2011
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,He Baffalo  ,2012,Dec,41,Numbers ,1758
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Horse Gram,2012,Dec,22,Quintal   ,1791
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Jowar,2012,Dec,420,Quintal   ,3507
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Maize,2012,Dec,34790,Quintal   ,1641
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Ox  ,2012,Dec,231,Numbers ,2814
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Ram  ,2012,Dec,1068,Numbers ,1649
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,She Baffalo  ,2012,Dec,242,Numbers ,3228
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,She Goat  ,2012,Dec,2181,Numbers ,1504
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Sheep  ,2012,Dec,2479,Numbers ,2250
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Sunflower,2012,Dec,515,Quintal   ,2649
Bagalakot,Bagalkot,BAGALKOT,NAVANAGAR  BAGALKOT,08354235370,Bajra,2012,Jan,1163,Quintal   ,2275
Bagalakot,Bagalkot,BAGALKOT,NAVANAGAR  BAGALKOT,08354235370,Bengalgram,2012,Jan,7388,Quintal   ,3928
Bagalakot,Bagalkot,BAGALKOT,NAVANAGAR  BAGALKOT,08354235370,Greengram,2012,Jan,90,Quintal   ,2540
Bagalakot,Bagalkot,BAGALKOT,NAVANAGAR  BAGALKOT,08354235370,Groundnut,2012,Jan,53,Quintal   ,1179
Bagalakot,Bagalkot,BAGALKOT,NAVANAGAR  BAGALKOT,08354235370,Jowar,2012,Jan,598,Quintal   ,2029
Bagalakot,Bagalkot,BAGALKOT,NAVANAGAR  BAGALKOT,08354235370,Maize,2012,Jan,10880,Quintal   ,3703
Bagalakot,Bagalkot,BAGALKOT,NAVANAGAR  BAGALKOT,08354235370,Onion,2012,Jan,10136,Quintal   ,1697
Bagalakot,Bagalkot,BAGALKOT,NAVANAGAR  BAGALKOT,08354235370,Sunflower,2012,Jan,8448,Quintal   ,3035
Bagalakot,Bagalkot,BAGALKOT,NAVANAGAR  BAGALKOT,08354235370,Tur,2012,Jan,933,Quintal   ,2467
Bagalakot,Bagalkot,BAGALKOT,NAVANAGAR  BAGALKOT,08354235370,Alasande Gram,2012,Feb,2,Quintal   ,2326
Bagalakot,Bagalkot,BAGALKOT,NAVANAGAR  BAGALKOT,08354235370,Bajra,2012,Feb,338,Quintal   ,2081
Bagalakot,Bagalkot,BAGALKOT,NAVANAGAR  BAGALKOT,08354235370,Bengalgram,2012,Feb,5357,Quintal   ,3508
Bagalakot,Bagalkot,BAGALKOT,NAVANAGAR  BAGALKOT,08354235370,Groundnut,2012,Feb,1854,Quintal   ,1380
Bagalakot,Bagalkot,BAGALKOT,NAVANAGAR  BAGALKOT,08354235370,Maize,2012,Feb,3423,Quintal   ,3225
Bagalakot,Bagalkot,BAGALKOT,NAVANAGAR  BAGALKOT,08354235370,Onion,2012,Feb,7191,Quintal   ,2089
Bagalakot,Bagalkot,BAGALKOT,NAVANAGAR  BAGALKOT,08354235370,Safflower,2012,Feb,16,Quintal   ,2797
